name,address,site_url,diocese,category,parish_list_url
Our Lady of the Snows,"9006 Cedar Court, Yosemite, CA, 95389",http://www.olscatholic.org/churches/our-lady-of-the-snows,Diocese of Fresno,Merced-Mariposa,https://dioceseoffresno.org/parishfinder
Sacred Heart,"562 W. 13th St., Merced, CA, 95341",https://www.jeaf.com/shc/,Diocese of Fresno,Merced-Mariposa,https://dioceseoffresno.org/parishfinder
Sacred Heart,"9317 Amistad St., Planada, CA, 95365",,Diocese of Fresno,Merced-Mariposa,https://dioceseoffresno.org/parishfinder
Shrine of Our Lady of Miracles,"370 Linden Ave, Gustine, CA, 95322-1499",,Diocese of Fresno,Merced-Mariposa,https://dioceseoffresno.org/parishfinder
Shrine of St. Jude Thaddeus,"330 Franci St., Livingston, CA, 95334",https://www.livingstonshrinestjudethaddeus.org/,Diocese of Fresno,Merced-Mariposa,https://dioceseoffresno.org/parishfinder
St. Anthony,"​1801 Winton Way; mail to:  1799 Winton Way, Atwater, 95301, Atwater, CA, 95301",,Diocese of Fresno,Merced-Mariposa,https://dioceseoffresno.org/parishfinder
St. Joseph,"4985 Bullion at Second St.; Mail: P.O. Box 215 Mariposa 95338-0215, Mariposa, CA , 95338-0215",https://stjosephsmariposa.org,Diocese of Fresno,Merced-Mariposa,https://dioceseoffresno.org/parishfinder
St. Joseph,"1621 Center Ave. mail to:  1516 Center Ave. Los Banos 93635, Los Banos, CA, 93635",http://www.stjosephlosbanos.com,Diocese of Fresno,Merced-Mariposa,https://dioceseoffresno.org/parishfinder
St. Patrick,"671 E. Yosemite Ave., Merced, Ca, 95340",https://sites.google.com/olmstpatrick.org/website/home,Diocese of Fresno,Merced-Mariposa,https://dioceseoffresno.org/parishfinder
Immaculate Conception,"2988 N. Buhach Rd, Buhach, CA, 95301",,Diocese of Fresno,Merced-Mariposa Missions,https://dioceseoffresno.org/parishfinder
Our Lady of Lourdes,"13145 Le Grand Road, Le Grand, CA, 95333",,Diocese of Fresno,Merced-Mariposa Missions,https://dioceseoffresno.org/parishfinder
St. Catherine of Siena,"7385 St. Catherine St., Hornitos, CA, 95325",,Diocese of Fresno,Merced-Mariposa Missions,https://dioceseoffresno.org/parishfinder
St. Teresa of Calcutta,"Mail: P.O. Box 86, Delhi, CA, 95315",,Diocese of Fresno,Merced-Mariposa Missions,https://dioceseoffresno.org/parishfinder
Holy Family,"1908 North Court Street; Mail:  506 N. Garden St. 93291, Visalia, CA, 93291",http://www.gscparish.org/,Diocese of Fresno,Tulare,https://dioceseoffresno.org/parishfinder
"Sacred Heart; St. Anthony of Egypt, Farmersville","417 North “E” St., Exeter, CA, 93221-1113",https://www.facebook.com/Sacred-HeartSagrado--ExeterFarmersville-112978373668855/,Diocese of Fresno,Tulare,https://dioceseoffresno.org/parishfinder
"Sacred Heart; Station: Santa Cruz, Lindsay","217 Lindero Ave., Lindsay, CA, 93247-2623",,Diocese of Fresno,Tulare,https://dioceseoffresno.org/parishfinder
St. Aloysius,"125 E. Pleasant Ave., Tulare, CA, 93274",https://www.facebook.com/staloysiustulare/,Diocese of Fresno,Tulare,https://dioceseoffresno.org/parishfinder
St. Anne Parish,"378 North “F” Street, Porterville, CA, 93257",http://www.stannesparish.com/,Diocese of Fresno,Tulare,https://dioceseoffresno.org/parishfinder
St. Anthony Retreat Center,"43816 Sierra Dr, Three Rivers, CA 93271, Three Rivers , CA, 93271",https://www.stanthonyretreat.org/,Diocese of Fresno,Tulare,https://dioceseoffresno.org/parishfinder
St. Charles Borromeo,"5049 W.  Caldwell Ave; Mail:  506 N. Garden St., 93291, Visalia, CA, 93277",https://www.gscparish.com/,Diocese of Fresno,Tulare,https://dioceseoffresno.org/parishfinder
St. Frances Cabrini,"198 North Pepper Street, Woodlake, CA, 93286",,Diocese of Fresno,Tulare,https://dioceseoffresno.org/parishfinder
"St. John the Evangelist; Station:  Our Lady of Assumption, Pixley","232 South Adams Road, Tipton, CA, 93272-9702",,Diocese of Fresno,Tulare,https://dioceseoffresno.org/parishfinder
St. Rita,"New Church: 1051 S. Morrison St., Old Church: 954 South “O” Street, Tulare, CA, 93274",http://www.stritacatholicchurch.com/,Diocese of Fresno,Tulare,https://dioceseoffresno.org/parishfinder
St. Teresita Youth Retreat Center,"43816 Sierra Dr. , Three Rivers , CA, 93271",https://www.stteresitaycc.org/,Diocese of Fresno,Tulare,https://dioceseoffresno.org/parishfinder
The Nativity of the Blessed Virgin Mary,"608 N. Church Street;Mail:  506 N. Garden St. Visalia 93291, Visalia, CA, 93291",http://www.gscparish.org/,Diocese of Fresno,Tulare,https://dioceseoffresno.org/parishfinder
Blessed Miguel Agustin Pro,"9120 Road 236, Terra Bella, CA, 93270",https://stannesparish.com/blessed-miguel-agustin-pro-mission,Diocese of Fresno,Tulare Missions,https://dioceseoffresno.org/parishfinder
Holy Cross Church,"1765 N Newcomb St. , Porterville, CA, 93257",https://stannesparish.com/holy-cross-church,Diocese of Fresno,Tulare Missions,https://dioceseoffresno.org/parishfinder
Mater Dolorosa,"186 N. Reservation Rd, Tule River Indian Reservation,, CA, 93257",,Diocese of Fresno,Tulare Missions,https://dioceseoffresno.org/parishfinder
San Felipe de Jesus,"32809 Road 159, Ivanhoe, CA, 93235",,Diocese of Fresno,Tulare Missions,https://dioceseoffresno.org/parishfinder
St. Anthony,"21631 Brooks Ave., Tonyville, CA, 93247",,Diocese of Fresno,Tulare Missions,https://dioceseoffresno.org/parishfinder
St. Clair,"43590 Alta Acres Drive, Three Rivers, CA, 93271",,Diocese of Fresno,Tulare Missions,https://dioceseoffresno.org/parishfinder
St. Francis of Assisi,"16410 Avenue 168, Woodville, CA, 93274",,Diocese of Fresno,Tulare Missions,https://dioceseoffresno.org/parishfinder
St. James,"19752 Guthrie Drive, Strathmore, CA, 93267",,Diocese of Fresno,Tulare Missions,https://dioceseoffresno.org/parishfinder
St. Maximillian Kolbe,"35725 Hwy. 190, Springville, CA, 93265",https://stannesparish.com/st-maximilian-kolbe-mission,Diocese of Fresno,Tulare Missions,https://dioceseoffresno.org/parishfinder
Carmel Mission Basilica,"3080 Rio Road, Carmel, CA, 93923",http://www.carmelmission.org,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
Christ Child Church,"23230 Summit Road, Los Gatos, CA, 95033-9278",,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
Christ the King Church,"240 Calle Cebu, Salinas, CA, 93901",,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
Holy Cross Church,"210 High Street, Santa Cruz, CA, 95060",http://www.holycrosssantacruz.com,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
Holy Eucharist Church,"527 Corralitos Road, Corralitos, CA, 95076",http://www.holyeucharistca.com,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
Holy Trinity Church,"PO Box 276, Greenfield, CA, 93927",http://www.holytrinitygreenfield.org,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
Immaculate Conception Church,"PO Box 247, Tres Pinos, CA, 95075-0247",http://www.immaculateattrespinos.org/contact.php,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
Madonna del Sasso Church,"320 E. Laurel Drive, Salinas, CA, 93906",http://www.mdschurch.org,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
Mission San Antonio de Padua,"PO Box 803, Jolon, CA, 93928",http://missionsanantonio.net,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
Nativity of Our Lady Church,"221 Daly Avenue, San Luis Obispo, CA, 93405-1099",https://www.nativityslo.org/,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
Old Mission Church,"751 Palm Street, San Luis Obispo, CA, 93401",http://www.missionsanluisobispo.org/?page_id=27,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
Old Mission Church,"PO Box 69, San Miguel, CA, 93451-0069",https://www.oldmissionsanmiguel.org,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
Old Mission Church,"PO Box 400, San Juan Bautista, CA, 95045",http://www.oldmissionsjb.org/contact,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
Our Lady Help of Christians Church,"2401 E. Lake Avenue, Watsonville, CA, 95076",http://www.olhcchurch.org,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
Our Lady of Mt. Carmel Church,"9 El Camino Road, Carmel Valley, CA, 93924",http://www.ourladycarmelvalley.org/?doing_wp_cron=1478878936.9869189262390136718750,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
Our Lady of Refuge Church,"11140 Preston Street, Castroville, CA, 95012",http://www.olorc.org,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
Our Lady of Solitude Church,"235 Main Street, Soledad, CA, 93960",,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
Our Lady of the Assumption Church,"100 Salinas Road, Watsonville, CA, 95076",http://www.ladyassumptionchurch.org,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
Our Lady Star of the Sea Church,"515 Frederick Street, Santa Cruz, CA, 95062",http://www.ourladystar.org,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
Resurrection Church,"PO Box 87, Aptos, CA, 95001",http://resurrection-aptos.org,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
Sacred Heart & St. Benedict's Pastoral Center,"680 College Street, Hollister, CA, 95023",http://catholichollister.org,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
Sacred Heart Church,"22 Stone Street, Salinas, CA, 93901",http://www.shsalinas.org,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
San Agustin Church,"257 Glenwood Drive, Scotts Valley, CA, 95066",http://sanagustin.church,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
San Carlos Cathedral,"500 Church Street, Monterey, CA, 93940",http://www.sancarloscathedral.org,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
Santa Margarita de Cortona,"PO Box 350, Santa Margarita, CA, 93453-0350",,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
Santa Rosa Church,"1174 Main Street, Cambria, CA, 93428",http://www.santarosaparish.org,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
Shrine of St. Joseph,"544 West Cliff Drive, Santa Cruz, CA, 95060",,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
St. Angela Merici Church,"146 Eighth Street, Pacific Grove, CA, 93950",http://www.stangelamericipacificgrove.org,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
St. Elizabeth Seton Parish,"2050 Palisades Avenue, Los Osos, CA, 93402",http://www.seasparishlo.org,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
St. Francis Xavier Church,"1475 LaSalle Avenue, Seaside, CA, 93955",http://www.stfxavier.org/,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
St. John the Baptist Church,"504 N. Third Street, King City, CA, 93930",http://stjohnparishkc.wixsite.com/saintjohnparishkc,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
St. John’s Church,"PO Box M-1, Felton, CA, 95018",http://www.stjohnsfelton.org/ministries.php,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
St. Joseph's Church,"435 Monterey Avenue, Capitola, CA, 95010-3613",http://saint-josephs.church/,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
St. Joseph’s Church,"298 South Thompson, Nipomo, CA, 93444",http://stjonipomo.org,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
St. Joseph’s Church,"360 Park Ave, Cayucos, CA, 93430",http://www.stjosephcayucos.org,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
St. Joseph’s Church,"PO Box 7158, Spreckels, CA, 93962-7158",http://stjchurch.org/contact/,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
St. Jude’s Catholic Church & Shrine,"303 Hillcrest Avenue, Marina, CA, 93933-3599",https://www.stjudemarina.org,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
St. Mary of the Nativity Church,"1702 Second Avenue, Salinas, CA, 93905",http://www.stmarysalinas.org,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
St. Michael’s Church,"13005 Pine Street, Boulder Creek, CA, 95006",http://www.stmichaelschurchbc.org,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
St. Patrick's Church,"721 Main Street, Watsonville, CA, 95076",http://spatricks.org,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
St. Patrick's Church,"501 Fair Oaks Avenue, Arroyo Grande, CA, 93421",http://www.stpatsag.org,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
St. Paul the Apostle Church,"800 Bello Street, Pismo Beach, CA, 93449",http://www.stpaulspismobeach.com,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
St. Rose of Lima Church,"PO Box 790, Paso Robles, CA, 93447-0790",http://www.saintrosechurch.org,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
St. Theodore’s Church,"125 Center St. / P.O. Box B, Gonzales, CA, 93926",,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
St. Timothy’s Church,"962 Piney Way, Morro Bay, CA, 93442",http://www.sttimothymorrobay.org,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
St. Vincent de Paul Church c/o Shrine of St. Joseph,"544 W. Cliff Drive, Santa Cruz, CA, 95060",,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
St. William’s Church,"6410 Santa Lucia Road, Atascadero, CA, 93422",http://stwilliams.org,Diocese of Monterey,Parishes,https://www.dioceseofmonterey.org/parishfinder
Blessed Sacrament Mission,"5750 CA-1, Elk, CA, 95432",https://coastcatholic.org/blessed-sacrament-elk,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
Cal Poly Newman Center,"700 Union Street., Arcata, CA, 95521",https://humboldtnewman.org/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
Cathedral of St. Eugene,"2323 Montgomery Drive, Santa Rosa, CA, 95405",http://www.steugenes.com/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
Christ the King Church,"1951 McKinleyville Ave, McKinleyville, CA, 95519",,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
Church of the Assumption,"546 Berding St., Ferndale, CA, 95536",,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
Hanna Boys Center,"1700 Arnold Drive, Sonoma, CA, 95476-3242",http://www.hannacenter.org/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
Holy Family Church,"200 Antonina Avenue, American Canyon, CA, 94503",http://www.holyfamilycatholicchurch-amcan.org/?,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
Holy Family Mission,"1241 Niebaum Lane, Rutherford, CA, 94573",,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
Holy Spirit Church,"1244 St. Francis Rd, Santa Rosa, CA, 95409",http://www.holyspirit-sr.org/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
Holy Trinity Mission (Christ The King),"Trinidad, CA",,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
Mary Star of the Sea Mission,"39141 Church St, Gualala, CA",,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
Our Lady of Good Counsel Church,"255 S. Harold St, Fort Bragg, CA, 95437",http://www.olgcinfb.org/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
Our Lady of Guadalupe Church,"8400 Old Redwood Hwy, Windsor, CA, 95492",http://www.olgwindsor.org/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
Our Lady of Mount Carmel Mission,"23600 Old Redwood Highway, Asti, CA",,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
Our Lady of Perpetual Help Church,"901 Washington St, Calistoga, CA, 94515",http://www.olphcalistoga.org/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
Our Lady of the Lakes,"12836 Hwy 175, Loch Lomond, CA, 95461",,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
Our Lady of the Redwoods Church,"515 Maple Street, Garberville, CA, 95542",,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
Our Lady Queen of Peace Church,"14435 Uhl Ave, Clearlake, CA, 95422",https://qopcatholicchurch.org/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
Our Lady Queen of Peace Mission,"23300 Foothill Blvd., Covelo,, CA, 95426",,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
Queen of the Rosary Mission,"3972 Country Club Drive, Lucerne, CA, 95458",,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
Resurrection Church,"303 Stony Point Rd, Santa Rosa, CA, 95401",http://www.resurrectionfamilies.org/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
Sacred Heart Church,"2085 Myrtle Avenue, Eureka, CA, 95501",https://www.sacredheartparisheureka.com/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
Sonoma State Newman Center,"1798 East Cotati Avenue, Penngrove, CA, 94951",https://connection.newmanministry.com/colleges/sonoma-state-university/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Aloysius Church,"70 School Street (Hwy 1), Point Arena, CA, 95468",http://www.staloysiuscatholicchurch.org/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Anthony Church,"10700 Lansing St., Mendocino, CA, 95460-0665",https://stanthonysofmendocino.org/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Anthony of Padua Church,"61 W. San Francisco Ave., Willits, CA, 95490",,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Apollinaris Church,"3700 Lassen Street, Napa, CA, 94558",http://www.stapollinarisparish.org/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Bernard Church,"615 H Street, Eureka, CA, 95501",http://www.saintbernards.org/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Catherine of Siena Mission,"Chapel Drive, Monte Rio, CA",,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Colman Mission,"Cazadero Highway, Cazadero, CA",,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Elizabeth Ann Seton Church,"4595 Snyder Lane, Rohnert Park, CA, 94928",https://www.stelizabethrp.com/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Elizabeth Church,"14095 Woodland Drive, Guerneville, CA, 95446",http://www.rrchurches.com/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Francis Solano Church,"469 Third Street West, Sonoma, CA, 95476",http://www.stfrancissolano.org/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Helena Church,"1340 Tainter Street, St. Helena, CA, 94574",http://www.sthelenacatholic.com/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. James Church,"125 Sonoma Mountain Parkway, Petaluma, CA, 94954",http://www.stjamespetaluma.org,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Joan of Arc Church,"6404 Washington St, Yountville, CA, 94599",https://www.facebook.com/stjoanofarcyountville/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. John the Baptist Church,"960 Caymus Street, Napa, CA, 94559",http://www.stjb1858.com/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. John the Baptist Church,"208 Matheson St, Healdsburg, CA, 95448",http://www.stjohnshealdsburg.org/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Joseph Church,"21396 Hwy. 175, Middletown, CA, 95461",http://www.stjoseph-middletown.com/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Joseph Church,"319 E St., Crescent City, CA, 95531",http://www.sjccc.net/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Joseph Church,"150 St. Joseph Way, Cotati, CA, 94931-4117",http://www.sjccotati.org/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Joseph Church,"14th & N Streets, Fortuna, CA, 95540",http://www.saintjoeparish.org/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Joseph Mission,"340 Greenwood Ave, Blue Lake, CA",,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Joseph Mission Church,"Henderson & C Street, Eureka, CA",,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Kateri Tekakwitha Mission,"Kateri Lane-Pine Creek Rd., Hoopa, CA, 95546",,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Leo the Great Church,"601 West Agua Caliente Road, Sonoma, CA, 95476",http://www.stleosonoma.org/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Mary Church,"1690 Janes Road, Arcata, CA, 95521",http://www.stmarysarcata.org,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Mary Immaculate Church,"801 N. Main Street, Lakeport, CA, 95453",http://www.stmaryslakeport.com/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Mary of the Angels Church,"900 South Oak Street, Ukiah, CA, 95482",http://www.stmaryschurchukiah.com/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Patrick Mission,"29131 Mattole Rd, Petrolia, CA, 95536",,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Patrick Mission,"Park & Pershing Sts, Loleta, CA, 95540",,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Peter Church,"491 S. Franklin St., Cloverdale, CA, 95425",http://www.stpeterscloverdale.org,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Peter Mission,"4085 Main Street, Kelseyville, CA, 95453",http://www.stmaryslakeport.com/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Philip the Apostle Church,"3730 Bohemian Highway, Occidental, CA, 95465",http://www.stphilipstteresa.org/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
"St. Robert & St. Anne Mission, (St. Joseph, Crescent City) Klamath","Klamath, CA, 95531",,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Rose of Lima Church,"398 Tenth Street, Santa Rosa, CA, 95401",http://www.stroseonline.com/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Sebastian Church,"7983 Covert Lane, Sebastopol, CA, 95472",http://www.stseb.org/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Teresa of Avila Mission,"17120 Bodega Hwy, Bodega, CA, 95465",,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Thomas Aquinas Church,"2725 Elm Street, Napa, CA, 94558",https://stthomasaquinasnapa.com/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
St. Vincent de Paul Church,"35 Liberty Street, Petaluma, CA, 94952",http://www.svdppetaluma.org/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
Star of the Valley Church,"545 White Oak Dr., Santa Rosa, CA, 95409",http://www.starofthevalley.org/,Diocese of Santa Rosa,,https://srdiocese.org/parishfinder
Our Lady of the Rosary Parish,"5622 Julie Dr, Panama City, FL, 32404",https://olr.ptdiocese.org,Diocese of Pensacola-Tallahassee,East Central Deanery,https://www.ptdiocese.org/parishfinder
Our Lady Queen of Peace Mission,"18005 Lazy Ln., Fountain, FL, 32438",https://qop.ptdiocese.org/,Diocese of Pensacola-Tallahassee,East Central Deanery,https://www.ptdiocese.org/parishfinder
St. Anne Parish,"3009 Fifth St, Marianna, FL, 32446",http://stannemar.ptdiocese.org,Diocese of Pensacola-Tallahassee,East Central Deanery,https://www.ptdiocese.org/parishfinder
St. Bernadette Parish,"1214 Moylan Rd., Panama City Beach, FL, 32407",http://www.stbernadette.com,Diocese of Pensacola-Tallahassee,East Central Deanery,https://www.ptdiocese.org/parishfinder
St. Dominic Parish,"3308 E 15th St., Panama City, FL, 32405",http://saintdominicpc.com/,Diocese of Pensacola-Tallahassee,East Central Deanery,https://www.ptdiocese.org/parishfinder
St. Francis of Assisi Parish,"16498 SW Gaskin St., Blountstown, FL, 32424",,Diocese of Pensacola-Tallahassee,East Central Deanery,https://www.ptdiocese.org/parishfinder
St. John the Evangelist Parish,"1008 Fortune Ave., Panama City, FL, 32401",http://www.saintjohnpc.com/,Diocese of Pensacola-Tallahassee,East Central Deanery,https://www.ptdiocese.org/parishfinder
St. Joseph Parish,"2001 Monument Ave, Port St Joe, FL, 32456",http://stjosephpsj.com,Diocese of Pensacola-Tallahassee,East Central Deanery,https://www.ptdiocese.org/parishfinder
St. Joseph the Worker Parish,"1664 Main St., Chipley, FL, 32428",https://stjoeworker.ptdiocese.org,Diocese of Pensacola-Tallahassee,East Central Deanery,https://www.ptdiocese.org/parishfinder
St. Patrick Parish,"27 Sixth St., Apalachicola, FL, 32320",http://www.stpatricksmass.com/,Diocese of Pensacola-Tallahassee,East Central Deanery,https://www.ptdiocese.org/parishfinder
St. Theresa Parish,"2071 Sunny Hills Blvd, Sunny Hills, FL, 32428",https://sttheresa.ptdiocese.org/,Diocese of Pensacola-Tallahassee,East Central Deanery,https://www.ptdiocese.org/parishfinder
Sts. Peter and Paul Vietnamese Parish,"1003 N. East Ave., Panama City, FL, 32401",http://sspp.ptdiocese.org,Diocese of Pensacola-Tallahassee,East Central Deanery,https://www.ptdiocese.org/parishfinder
Blessed Sacrament Parish,"624 Miccosukee Rd., Tallahassee, FL, 32308",http://bsctlh.com,Diocese of Pensacola-Tallahassee,Eastern Deanery,https://www.ptdiocese.org/parishfinder
Co-Cathedral of St. Thomas More,"900 W. Tennessee St., Tallahassee, FL, 32304",http://www.cocathedral.com,Diocese of Pensacola-Tallahassee,Eastern Deanery,https://www.ptdiocese.org/parishfinder
Good Shepherd Parish,"4665 Thomasville Rd., Tallahassee, FL, 32309",http://www.goodshepherdparish.org/,Diocese of Pensacola-Tallahassee,Eastern Deanery,https://www.ptdiocese.org/parishfinder
Immaculate Conception Parish,"2750 South Byron Butler Pkwy., Perry, FL, 32348",https://www.immaculateperry.com/,Diocese of Pensacola-Tallahassee,Eastern Deanery,https://www.ptdiocese.org/parishfinder
Sacred Heart of Jesus Parish,"2653 Highway 98 East, Carrabelle, FL, 32323",http://shj.ptdiocese.org,Diocese of Pensacola-Tallahassee,Eastern Deanery,https://www.ptdiocese.org/parishfinder
St. Augustine Yu Korean Mission,"4621 Ramsgate Drive (mailing address), Tallahassee, FL, 32309",,Diocese of Pensacola-Tallahassee,Eastern Deanery,https://www.ptdiocese.org/parishfinder
St. Elizabeth Ann Seton Parish,"3609 Coastal Highway, Crawfordville, FL, 32327",http://www.catholicchurchwakulla.org,Diocese of Pensacola-Tallahassee,Eastern Deanery,https://www.ptdiocese.org/parishfinder
St. Eugene Mission,"701 Robert & Trudie Perkins Way, Tallahassee, FL, 32310",https://steugene.ptdiocese.org/,Diocese of Pensacola-Tallahassee,Eastern Deanery,https://www.ptdiocese.org/parishfinder
St. John Paul II Catholic Chapel,"3720 Capital Circle Southeast, Tallahassee, FL, 32311",https://sjpiichapel.org/,Diocese of Pensacola-Tallahassee,Eastern Deanery,https://www.ptdiocese.org/parishfinder
St. Louis Parish,"3640 Fred George Rd., Tallahassee, FL, 32303",https://www.stlouiscatholicchurch.org,Diocese of Pensacola-Tallahassee,Eastern Deanery,https://www.ptdiocese.org/parishfinder
St. Margaret Parish,"1565 E. Washington St., Monticello, FL, 32344",,Diocese of Pensacola-Tallahassee,Eastern Deanery,https://www.ptdiocese.org/parishfinder
